gen,id,i_j0->o_m2,i_m2->o_m3,i_j3->o_m3,i_j1->o_m3,i_j3->h_0,h_0->o_m3,i_m2->h_1,h_1->o_m3,i_m2->h_2,h_2->h_1,i_j0->h_3,h_3->o_m2,h_3->h_4,h_4->o_m2,i_m3->o_m3,h_3->h_5,h_5->h_4,i_j4->o_m2,i_j4->h_6,h_6->o_m2,h_0->o_m2,i_j0->h_7,h_7->h_3,h_4->o_m3,i_j3->h_8,h_8->h_0,i_j7->o_m3,i_m3->o_m2,i_m2->h_0,i_j5->o_m3,i_j5->h_1,i_m3->h_2,h_2->o_m2,i_j5->h_3,h_3->h_1,i_j4->o_m3,i_j4->h_4,i_j1->h_5,h_5->o_m3,i_c->o_m3,i_j5->h_6,h_6->h_3,i_j3->o_m2,h_2->h_7,h_7->o_m2,i_j5->o_m2,h_2->h_8,h_8->h_7,h_7->h_9,h_9->o_m2,h_9->o_m3,i_j6->o_m3,h_6->o_m3,i_j1->o_m2,i_j6->o_m2,i_j6->h_0,i_j6->h_1,h_1->h_0,h_1->h_2,h_2->h_0,i_ca->o_m2,h_1->h_3,h_3->h_2,h_1->h_4,h_4->h_3,h_0->h_5,h_5->o_m2,h_1->h_7,h_7->h_4,i_ca->h_8,h_8->o_m2,h_9->h_4,i_j1->h_0,h_0->h_1,h_0->h_2,h_3->o_m3,h_5->h_0,h_1->h_6,i_ca->o_m3,h_6->h_7,i_j2->o_m2,h_8->o_m3,h_2->h_9,h_9->h_1,i_c->o_m2,i_j2->o_m3,i_j2->h_0,i_j2->h_1,h_0->h_6,h_6->h_5,i_ca->h_7,h_7->h_8,h_3->h_9,h_9->h_2,i_j0->o_m3,h_1->o_m2,i_j6->h_2,h_2->h_3,h_3->h_0,i_j1->h_4,i_j2->h_6,h_0->h_7,h_7->h_1,i_j0->h_8,i_j1->h_9,i_m2->o_m2,i_c->h_0,i_j0->h_1,i_m2->h_3,i_c->h_4,h_4->h_0,i_j2->h_7,h_7->h_6,h_5->h_8,i_j3->h_9,i_j5->h_0,i_j5->h_2,i_j5->h_4,h_4->h_2,h_1->h_5,h_5->h_3,i_j6->h_6,h_5->h_7,h_2->o_m3,i_m3->h_8,h_4->h_9,i_j7->o_m2,i_ca->h_0,i_ca->h_2,h_2->h_5,i_m2->h_6,h_7->o_m3,i_m3->h_9,h_0->h_3,h_5->h_6,h_0->h_8,h_8->h_5,h_0->h_9,h_9->h_8,i_m3->h_3,i_m3->h_4,h_4->h_5,h_6->h_2,h_7->h_0,i_j4->h_9,i_j3->h_2,i_j3->h_3,h_5->h_2,i_j3->h_7,h_8->h_2,h_5->h_9,i_j4->h_2,i_ca->h_3,h_4->h_4,h_7->h_5,i_j0->h_6,i_j4->h_7,i_j5->h_9,i_c->h_3,i_m3->h_6,h_4->h_8,i_j7->h_9,i_j6->h_4,h_8->h_8,h_9->h_3,i_j2->h_2,i_j4->h_3,i_ca->h_4,i_j4->h_5,h_8->h_6,h_8->h_9,i_j7->h_3,i_m2->h_4,i_j0->h_5,i_j7->h_6,i_j2->h_3,h_8->h_4,h_4->h_6,i_c->h_9,i_c->h_2,h_8->h_3,h_9->h_5,i_j0->h_4,i_ca->h_6,i_j6->h_7,i_j4->h_8,h_6->h_8,h_7->h_2,i_m2->h_8,i_c->h_6,h_4->h_7,i_j2->h_9,h_2->h_6,i_m2->h_7,i_j6->h_8,i_j0->h_9,i_j7->h_4,i_j3->h_5,h_9->h_7,i_j0->h_2,i_j2->h_4,i_m2->h_5,i_j3->h_6,i_j3->h_4,h_9->h_6,h_9->h_9,i_j5->h_5,h_3->h_8,i_j7->h_2,i_j5->h_7,h_2->h_4,h_6->h_4,i_m3->h_7,h_3->h_7,h_6->h_6,i_c->h_5,h_2->h_2,h_3->h_3,i_j7->h_5,h_3->h_6,i_c->h_7,i_m2->h_9,i_j2->h_5,i_j7->h_8,i_j6->h_9,i_j6->h_5,i_ca->h_9,i_j5->h_8,h_7->h_7,i_j1->h_3,i_c->h_8,i_j1->h_7,i_j2->h_8,h_6->h_9,i_j6->h_3,i_j1->h_8,i_j1->h_2,h_5->h_5,i_j1->h_6,i_j7->h_7,i_m3->h_5
257,255-1,,-0.5131330930590037,,0.2401518069312786,,,,,,,,,,,1.285532088590415,,,,,-0.247702699230953,,,,-0.412208897702779,,,1.6551236502112578,-0.56395750256826,,,,,,,,0.2978681777222245,,,-0.5128134952302971,0.3173838267599557,,,-0.7946124379330636,,0.5577207188541615,-0.2842252725591119,,,,-1.0564412079894252,,-0.3620127901157177,0.2155091586721514,0.7384672221728253,,,,,,,0.2017320468971934,,,,,,0.1367180461033701,,,,,,,,,-0.5385906399024947,,,,,,-0.304476502063604,,,1.3620351090705334,-0.2230280957261801,,,,,,,,,0.9566058583318126,,,,,,,,,,,-1.2170938956635922,,,,,,,,,,,,,,,,,,-0.3594326081834875,,,0.8984527249843068,,,,,0.2828135597535702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,257-2,0.4515127874900541,-0.5242002506292922,,0.2402349721406754,,,,,,,,0.174362647668823,,,1.2594828094810566,,,,,-0.2459850870300506,,,,-0.4347036750107703,,,1.620597791773779,-0.5773768386449497,,,,,,,,0.3521844910075761,,,-0.3713491497124654,0.6326033143017948,,,-0.766066172913813,,0.5583737158697383,-0.2744358629012431,,,,-1.0500030961752551,,,0.4117843558331622,0.7490874030356544,,,,,,,0.1178112354421396,,,,,,0.0658918673670369,,,,-0.5686175189670375,,,,,-0.491557565102384,,,,,,,,,1.3614119438612085,-0.2561791338916446,,,,,,,,,0.9881460171290526,,,,,,,,,,,-1.264255015522286,,,,,,,,,,,,,,,,,,,,,0.83714256764681,,,,,0.2749332483727565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,258-0,,-0.824724741241563,,0.169016715956257,,,,,,,,,,,1.2174230290811066,,,,,-0.3850052379012865,,,,-0.3973210139954551,,,1.810521411696398,-0.511187359142339,,,,,,,,0.5786613928256706,,,-0.4276617792476791,0.2871375027606705,,,-0.9355014828276144,,0.4144764343174711,-0.2842252725591119,,,,-1.0096520620438274,,-0.3368958418181471,0.2440362128929805,0.7898467572311088,,,,,,,-0.0433678977404132,,,,,,-0.0279878570156552,,,,,,,,,-0.5475368543210236,,,,,,-0.5872873405335884,,,1.358171415317663,-0.4143858410082963,,,,,,,,,0.9566058583318126,,,,,,,,,,,-1.236929685554585,,,,,,,,,,,,,,,,,,0.258363863026287,,,0.4900338557385519,,,,,0.2828135597535702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,258-2,0.4239070833086507,-0.5635569085257557,,0.2402349721406754,,,,,,,,0.2575863616462895,,,1.2615374120006655,,,,,-0.2147096271320922,,,,-0.5411421934070395,,,1.6318451021207518,-0.5783585689203221,,,,,,,,0.4157458062875799,,,-1.0446061155308324,0.4853194401340654,,,-0.8194543593180212,,0.5536175547893253,-0.2744358629012431,,,,-1.208046262473645,,,0.482668618809868,0.7798048349528974,,,,,,,0.0498301123332747,,,,,,0.348056491908118,,,,-0.3903442633984267,,,,,-0.411255639988241,,,,,,,,,1.4186447803494473,-0.1409759571884574,,,,,,,,,0.9881460171290526,,,,,,,,,,,-1.29914438358525,,,,,,,,,,,,,,,,,,,,,0.7009424888225774,,,,,0.4136296352810451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,259-2,0.4239070833086507,-0.5635569085257557,,0.2402349721406754,,,,,,,,0.1421370949537627,,-0.6565561352680962,1.2551180512072744,,,,,-0.3397264566573571,,,,-0.7966403170367761,,,1.6318451021207518,-0.5783585689203221,,,,,,,,0.6184287600765541,,,-0.8056504266144178,0.3000992352919863,,,-0.8194543593180212,,0.7036325257274878,-0.2744358629012431,,,,-1.208046262473645,,,0.242116481601705,0.9471596275765845,,,,,,,0.0498301123332747,,,,,,0.2294402411792644,,,,-0.5686175189670375,,,,,-0.5293355085271213,,,,,,,,,1.4801274731561127,-0.3671586327562606,,,,,,,,,0.9881460171290526,,,,,,,,,,,-1.29914438358525,,,,,,,,,,,,,,,,,,,,,0.7009424888225774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,261-1,0.4239070833086507,-0.5749256380741105,,0.1315494732668973,,,,,,,,0.1577455667284837,,,1.2574905900209588,,,,,-0.2935213452827482,,,,-0.7149371890710953,,,1.5079478565698132,-0.5783585689203221,,,,,,,,0.5910264971253502,,,-0.9084737352417448,0.32514057528668,,,-0.8194543593180212,,0.7626792428587127,-0.2706135545545213,,,,-1.1725947133022845,-0.5639063275553702,,0.0964353427395822,0.7965521940246115,,,,,,,0.0498301123332747,,,,,,0.2454768818142836,,,,,,,,,-0.4686306167202841,,,,,,,,,1.4718151563887616,-0.2068852085040199,,,,,,,,,1.112059615398154,,,,,,,,,,,-1.4003047274646403,,,,,,,,,,,,,,,,,,,,,0.7009424888225774,,,,,0.4136296352810451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,262-1,0.3388927261455712,-0.612880705223456,,0.2635466376768099,,,,,,,,0.1928234327801244,,-0.6994729079386541,1.251376233448908,,,,,-0.2436121390404988,,,,-0.6419451207584872,,,2.0200887852483613,-0.5664300669691162,,,,,-0.65635484833291,,,,,,-0.7606230794955258,0.404511959609779,,,-0.4005873401909165,,0.5795388663786317,-0.2761537676761589,,,,-1.1505494370709586,,,0.6179583362066564,0.9843450246808836,,,,,,,0.018720349930759,,,,,,0.2298384342306245,,,,-0.297313169627925,,,,,-0.4970301529667592,,,,,,,,,1.4201700578912628,-0.2803569803835606,,,,,,,,,0.9826111594314968,,,,,,,,,,,-1.295202393434002,,,,,,,,,,,,,,,,,,,,,0.6834775895829135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,262-1,0.3388927261455712,-0.7300319440418637,,0.2635466376768099,,,,,,,,0.1928234327801244,,-0.6994729079386541,1.251376233448908,,,,,-0.2436121390404988,,,,-0.6419451207584872,,,2.0200887852483613,-0.5664300669691162,,0.4161088243431943,,,-0.7353894153693834,,,,,,,0.404511959609779,,,-0.4005873401909165,,0.7305452918754636,,,,,-1.1505494370709586,,,0.6179583362066564,0.9843450246808836,,,,,,,0.018720349930759,,,,,,0.2298384342306245,,,,-0.297313169627925,,,,,-0.2910730245679009,,,0.4315590604427255,,,,,,1.4201700578912628,-0.2803569803835606,,,,,,,,,0.7786893584516245,,,,,,,,,,,-1.295202393434002,,,,,,,,,,,,,,,,,,,,,0.6834775895829135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,264-1,0.3388927261455712,-0.5835609973416948,,0.2635466376768099,,,,,,,,0.1928234327801244,,-0.6994729079386541,1.251376233448908,,,,,-0.2436121390404988,,,,-0.43615116254241,,,2.0200887852483613,-0.5664300669691162,,0.4161088243431943,,,-0.7410720430052742,,,,,,,0.404511959609779,,,-0.4005873401909165,,0.7305452918754636,-0.2205854598360246,,,,-1.1505494370709586,,,0.6179583362066564,1.1202607947151275,,,,,,,0.018720349930759,,,,,,0.2298384342306245,,,,-0.297313169627925,,,,,-0.3343351937513368,,,,,,,,,1.4201700578912628,-0.2803569803835606,,,,,,,,,0.7786893584516245,,,,,,,,,,,-1.295202393434002,,,,,,,,,,,,,,,,,,,,,0.5233839332330318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,265-1,0.3388927261455712,-0.6548841028703348,,0.3146248580000162,,,,,,,,0.2511457518702709,,-0.6692639458122257,1.251376233448908,,,,,-0.3605238762523985,,,,-0.6463167326663535,,,1.8451314358474744,-0.5664300669691162,,0.4161088243431943,,,-0.7410720430052742,,,,,,,0.3735393255531383,,,-0.5454966909694944,,0.6242524113809662,-0.2755008942654969,,,,-1.1505494370709586,,,0.6059495800113889,1.1439935979592133,,,,,,,-0.0999959452853141,,,,,,0.1419909929407032,,,,0.3400350611656829,,,,,-0.2048905223083241,,,,,,,,,1.4201700578912628,-0.2803569803835606,,,,,,,,,1.069599610975147,,,,,,,,,,,-1.295202393434002,,,,,,,,,,,,,,,,,,,,,0.6360732828837996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,266-1,0.3388927261455712,-0.6548841028703348,,0.3146248580000162,,,,,,,,0.2511457518702709,,-0.6692639458122257,1.251376233448908,,,,,-0.3605238762523985,,,,-0.6463167326663535,,,1.98886300777824,-0.5664300669691162,,0.3580812177179798,,,-0.7410720430052742,,,,,,,0.3735393255531383,,,-0.5454966909694944,,0.4341600231295107,-0.4048300883627154,,,,-1.1215660192726884,,,0.57437542388658,0.9452184193629112,,,,,,,-0.0999959452853141,,,,,,0.1419909929407032,,,,0.4720415607452528,,,,,-0.2048905223083241,,,,,,,,,1.4201700578912628,-0.2803569803835606,,,,,,,,,1.069599610975147,,,,,,,,,,,-1.295202393434002,,,,,,,,,,,,,,,,,,,,,0.6360732828837996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,267-2,0.5255514636009826,-0.6434071897711067,,0.5995190780555105,,,,,,,,0.2562721212576834,,-0.6657916924835175,1.251376233448908,,,,,-0.3739618476398345,,,,-0.7098890756466129,,,1.8766058005695387,-0.5664300669691162,,0.3841657833481975,,,-0.6256260707442989,,,,,,,,,,-0.4860039130837525,,0.5073929124499336,-0.3711241210816844,,,,-1.1345946431935394,,,0.5734187197247618,0.9909498095598114,-0.4659716788819346,,,,,,-0.0079173481226588,,,,,,0.1890490678021469,,,,0.3255055277687433,,,,,-0.1568498091641338,,,,,,,,,1.3500362250588416,-0.2155612568458086,,,,,,,,,1.0458310837860834,,,,,,,,,,,-1.3881715876400065,,,,,,,,,,,,,,,,,,,,,0.6621102893788893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,268-2,0.6102799491112437,-0.6434071897711067,,0.5995190780555105,,,,,,,,0.2562721212576834,,-0.6657916924835175,1.251376233448908,,,,,-0.3739618476398345,,,,-0.5591461775086892,,,1.8755538431954129,-0.5664300669691162,,0.181126309685981,,,-0.6256260707442989,,,,,,,,,,-0.3372032175782221,,0.5073929124499336,-0.3711241210816844,,,,-1.1345946431935394,,,0.5734187197247618,0.9909498095598114,-0.4659716788819346,,,,,,-0.0079173481226588,,,,,,0.1890490678021469,,,,0.3255055277687433,,,,,-0.1568498091641338,,,,,-0.6092401234708461,,,,1.3951565906875063,,,,,,,,,,1.0458310837860834,,,,,,,,,,,-1.3881715876400065,,,,,,,,,,,,,,,,,,,,,0.6621102893788893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,268-2,0.2918251697389783,-0.6434071897711067,,0.3758932904797188,,,,,,,,0.2562721212576834,,-0.8563568777713786,1.251376233448908,,,,,-0.3739618476398345,,,,-0.7098890756466129,,,1.8766058005695387,-0.5664300669691162,,0.4102505251902132,,,,,,,,,,,,,-0.4860039130837525,,0.5073929124499336,-0.3711241210816844,,,,-1.2480489841124798,,,0.4010613846228448,0.9909498095598114,,,,,,,-0.1181392657521651,,,,,,0.0163770220007482,,,,0.374502612219157,,,,,-0.1568498091641338,,,-0.3830435298647827,,,0.9242424361535352,,,1.3500362250588416,-0.4028184203852287,,,,,,,,,1.0458310837860834,,,,,,,,,,,-1.3881715876400065,,,,,,,,,,,,,,,,,,,,,0.6409724818498592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,270-2,0.5878443142807867,-0.88864223076086,,0.5393781775801639,,,,,,,,0.2562721212576834,,-0.5932394925740158,1.4293307533249815,,,,,-0.4388860332134621,,,,-0.5990620640672617,,,1.8758323956959204,-0.5664300669691162,,0.2417971360191786,,,,,,,,,,,,,-0.5915129193378434,,0.5073929124499336,-0.3711241210816844,,,,-1.1492447866898317,,,0.579871759591293,1.1314242941830313,-0.7222816164127297,,,,,,-0.0079173481226588,,,,,,0.14332646410284,,,,0.3384796850178236,,,,,-0.1568498091641338,,,,,,0.9242424361535352,,,1.3832089671631975,-0.2155612568458086,,,,,,,,,0.8584255178222753,,,,,,,,,,,-1.2675053390229496,,,,,,,,,,,,,,,,,,,,,0.656513114733529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,270-0,0.4261254322765156,-0.6434071897711067,,0.6506530547127594,,,,,,,,0.2562721212576834,,-0.7503659761265702,1.2115087674497067,,,,,-0.3739618476398345,,,,-0.6260470261869743,,,1.755687925988488,-0.5664300669691162,,0.412868524057545,,,,,,,,,,,,,-0.3485324046296478,,0.5073929124499336,-0.3876731896215569,,,,-1.1849465455880912,,-0.0193205019901114,0.4969252189583406,0.9003901628818627,,,,,,,-0.0568346763911862,,,,,,0.1124158960253926,,,,0.3521196249155816,,,,,-0.1140881434981986,,,-0.2218763272940097,,,0.753797238922682,,,1.4823548642080937,,,,,,,,,,1.0458310837860834,,,,,,,,,,,-1.3881715876400065,,,,,,,,,,,,,,,,,,,,,0.7170374650238851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,270-0,0.4261254322765156,-0.6434071897711067,,0.6506530547127594,,,,,,,,0.2562721212576834,,-0.7874944549076146,1.2115087674497067,,,,,-0.3739618476398345,,,,-0.6260470261869743,,,1.8499563962275416,-0.5664300669691162,,0.412868524057545,,,,,,,,,,,,,-0.3485324046296478,,0.5073929124499336,-0.3876731896215569,,,,-1.1849465455880912,,-0.1457033675023978,0.4969252189583406,0.9003901628818627,,,,,,,-0.2923740173831107,,,,,,0.1124158960253926,,,,0.3521196249155816,,,,,0.0398217840462428,,,-0.0864798801947827,,,0.753797238922682,,,1.4823548642080937,,,,,,,,,,1.0458310837860834,,,,,,,,,,,-1.3881715876400065,,,,,,,,,,,,,,,,,,,,,0.7170374650238851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,273-0,0.4261254322765156,-0.76813849620927,,0.5326240648980158,,,,,,,,0.2562721212576834,,-0.768169812341697,1.2115087674497067,,,,,-0.3739618476398345,,,,-0.6260470261869743,,,1.8008915125475884,-0.604686895996748,,0.412868524057545,,,,,,,,,,,,,-0.3485324046296478,,0.5073929124499336,-0.3876731896215569,,,,-1.2800157694582712,,0.101097162692373,0.4969252189583406,0.9003901628818627,,,,,,,-0.1925106749284374,,,,,,0.1274328233800302,,,,0.3521196249155816,,,,,-0.0402853044957495,,,-0.1569510664859797,,,0.753797238922682,,,1.4823548642080937,,,,,,,,,,1.0458310837860834,,,,,,,,,,,-1.615046505844585,,,,,,,,,,,,,,,,,,,,,0.7170374650238851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,274-1,0.7643044851532048,-0.599224548974443,-0.7536160050919907,0.5650400474752902,,,,,,,,0.2562721212576834,,-0.8473667652482669,1.249290516089444,,,,,-0.2306510861715128,,,,-0.3243435968304922,,,1.7781215534734731,-0.5664300669691162,,0.3727642824256466,,,,,,0.2895022892754131,,,,,,,-0.3621430308941802,,0.5549451363816599,-0.2232373180208371,,,,-1.2069937432101283,,,,,,,,,,,-0.0477007302128131,,,,,,0.1181875821569917,,,,0.5382501972790271,,,,,-0.225580167863158,,,-0.2621959125942766,,,0.6641597672444246,,,1.4562474170454554,-0.2972115021782223,,,,,,,,,0.9398867715331336,,,,,,,,,,,-1.3656405325021588,,,,,,,,,,,,,,,,,,,,,0.7011812090163395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,275-2,,-0.5874056314372955,,0.561455926502836,,,,,,,,0.2562721212576834,,-0.8386102372241588,1.245113121270303,,,,,-0.2464964520965637,,,,-0.3783626227402957,,,1.7806391476159589,-0.6041107425781633,,0.5102132163575318,,,,,,0.5886625128662406,,,,,,,-0.3295888108109715,,0.5496874545367783,-0.2414184129366856,,,,-1.2093699744400537,,0.2981502956647161,0.5395195757975773,0.7554391711742533,,,,,,,-0.0975067171211611,,,,,,0.1192097959024458,,,,0.6647515002332642,,,,,-0.2499469469150401,,,-0.2505593608013378,,,0.748263978941556,,,1.4591340254858995,,,,,,,,,,0.9516006608330444,,,,,,,,,,,-1.291208998183994,,,,,,,,,,,,,,,,,,,,,0.6755628769569367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,276-0,0.7643044851532048,-0.5912391684105683,-0.5347897956823484,,,,,,,,,0.2562721212576834,,-0.8414504697439654,1.2464680843996083,,,,,-0.2413569123766359,,,,-0.3608412268565746,,,1.779822550816922,-0.591888788861068,,0.4656308281220022,,,,,,0.6619029982657417,,,,,,,-0.2841781316538717,,0.5513928152589179,-0.377389775240067,,,,-1.4498728066247444,,,,0.4530355657173932,,,,,,,-0.0813518457716164,,,,,,0.1188782347272816,,,,0.6237200419361705,,,,,-0.0409006680258232,,,-0.2543337463488659,,,0.720984272137989,,,1.458197736680345,-0.3747900498317539,,,,,,,,,0.9837298424799216,,,,,,,,,,,-1.2044965938961705,,,,,,,,,,,,,,,,,,,,,0.6838723370098245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,277-1,0.6169591026973784,-0.5659200195689734,,0.4054031431256228,,,,,,,,0.2562721212576834,,,1.2328289222804334,,,-0.3875207294161331,,-0.1095275419574454,,,,-0.5861631237644201,,,1.680595947942841,-0.4055616091575428,,0.3902377917133659,,,,,,,,,,,,,-0.5482048635813636,,0.5342265242670291,-0.4488192193061228,,,,-1.251904002609984,,,0.8161194277074452,0.7719878806532008,,,,,,,0.072280072770127,,,,,,0.229223482409997,,,,0.3843836243073115,,,,,-0.2798314797158667,,,-0.3418176654770807,,0.5816954702412405,0.755805783390737,,,1.4676224911501394,,,,,,,,,,0.8272941726880997,,,,,,,,,,,-1.4743072823091234,,,,,,,,,,,,,,,,,,,,,0.6399037899983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,278-0,0.5760292823504237,-0.591946419731788,-0.7713709403659341,-0.5605222803656842,,,,,,,,0.2562721212576834,,,1.132703626842329,,,,,-0.2413569123766359,,,,-0.1271209265652224,,,1.856246015702257,-0.591888788861068,,0.4656308281220022,,,0.3487716748284595,,,0.6619029982657417,,,,,,,-0.2841781316538717,,-0.1751557671029244,-0.377389775240067,,,,-1.59293651758951,,,,0.4530355657173932,,,,,,,-0.0813518457716164,,,,,,0.1188782347272816,,,,0.6237200419361705,,,,,,,,-0.2543337463488659,,,0.720984272137989,,,1.458197736680345,-0.3747900498317539,,,,,,,,,1.1795590447345237,,,,,,,,,,,-1.2044965938961705,,,,,,,,,,,,,,,,,,,,,0.6838723370098245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,278-0,0.4063061772369385,-0.591946419731788,-0.7713709403659341,-0.7163096065235723,,,,,,,,0.2562721212576834,,,1.132703626842329,,,,,-0.2413569123766359,,,,-0.1271209265652224,,,1.6120179815605158,-0.591888788861068,,0.4656308281220022,,,0.3487716748284595,,,0.6619029982657417,,,,,,,-0.2841781316538717,,-0.1751557671029244,-0.377389775240067,,,,-1.59293651758951,,,,0.4530355657173932,,,,,,,-0.0813518457716164,,,,,,0.1188782347272816,,,,0.6237200419361705,,,,,,,,-0.2543337463488659,,,0.720984272137989,,,1.458197736680345,-0.1884102654682714,,,,,,,,,1.1795590447345237,,,,,,,,,,,-1.2551627746738172,,,,,,,,,,,,,,,,,,,,,0.6838723370098245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
