gen,id,i_ca->o_m0,i_j6->o_m1,i_j4->o_m1,i_j6->h_0,h_0->o_m1,i_devx->o_m1,i_j4->h_1,h_1->o_m1,h_1->h_2,h_2->o_m1,i_j1->o_m0,i_devx->h_3,h_3->o_m1,i_devx->h_4,h_4->h_3,i_j1->o_m1,h_2->h_5,h_5->o_m1,h_3->o_m3,h_4->h_6,h_6->h_3,i_j5->o_m2,h_5->h_7,h_7->o_m1,i_ca->o_m3,h_4->h_8,h_8->h_6,h_3->h_9,h_9->o_m1,i_devx->o_m2,h_4->o_m2,i_m3->o_m1,i_j6->o_m2,i_j3->o_m2,h_0->o_m2,i_m0->o_m0,i_j6->h_1,h_1->h_0,i_m0->o_m3,i_ca->o_m2,h_0->h_2,h_2->o_m2,i_devx->o_m3,h_0->h_3,h_3->h_2,i_m0->h_4,h_4->o_m3,i_j2->o_m3,i_j6->h_5,i_j2->o_m1,i_ca->h_6,h_6->o_m2,i_m3->o_m3,h_6->o_m3,i_m0->h_7,h_7->h_4,i_j3->o_m1,i_m3->h_8,h_8->o_m3,i_ca->h_9,h_9->h_6,i_c->o_m0,h_0->h_1,i_j7->o_m0,i_j1->h_2,h_2->o_m0,i_j7->h_3,h_3->o_m0,i_j7->h_4,h_0->o_m3,h_5->o_m0,i_j7->h_6,h_6->h_4,h_0->h_7,h_7->o_m3,h_8->h_3,h_7->o_m2,i_j6->h_9,h_9->h_0,i_devy->o_m0,h_1->o_m2,i_j0->o_m0,i_m2->o_m3,i_j2->o_m2,i_m3->o_m0,i_m2->h_0,i_ca->o_m1,h_1->o_m3,i_j2->h_2,i_m2->o_m1,i_j2->h_3,i_j0->o_m1,h_1->h_4,i_m2->h_5,h_5->h_0,i_m2->h_6,h_6->o_m1,i_m2->h_7,h_7->h_6,h_0->h_8,h_8->h_1,i_m2->h_9,h_9->h_5,h_7->o_m0,i_m0->h_0,h_0->o_m0,i_ca->h_1,i_j6->o_m0,i_j5->h_2,i_ca->h_3,h_3->h_1,i_j5->h_4,h_4->h_2,i_j0->o_m2,h_4->h_5,h_5->h_2,h_0->h_6,h_6->o_m0,i_j5->h_7,i_m2->o_m2,i_ca->h_8,h_4->h_9,h_1->o_m0,h_4->o_m1,i_j0->o_m3,i_j5->h_0,i_m0->o_m2,i_j1->h_1,h_2->h_1,i_j1->h_3,i_m3->h_4,i_j5->o_m0,i_j5->h_5,i_j6->o_m3,i_c->o_m2,i_j1->h_6,i_m2->h_8,h_8->o_m1,i_j7->o_m2,h_3->o_m2,h_6->h_9,h_9->h_3,i_j2->h_0,i_devy->o_m1,i_c->o_m3,i_c->h_3,i_c->h_4,i_j3->o_m3,i_j2->h_5,i_devy->h_6,h_7->h_0,i_j3->h_9,h_9->o_m2,i_c->o_m1,i_m3->h_0,i_j3->h_1,i_ca->h_4,i_j4->o_m0,h_3->h_5,i_j5->o_m1,h_5->h_6,i_j4->h_7,i_j3->o_m0,h_5->h_8,i_devx->o_m0,i_j3->h_0,i_j3->h_2,i_j7->o_m1,i_j3->h_3,h_3->h_4,h_5->h_1,h_3->h_6,h_4->h_7,h_7->h_2,i_devx->h_8,i_devx->h_9,h_9->h_8,i_j1->o_m3,i_j7->h_0,i_j7->h_1,i_j4->o_m2,h_2->o_m3,i_j1->o_m2,i_j4->h_3,i_j1->h_5,i_devy->o_m3,h_1->h_6,h_6->h_0,i_j0->h_8,h_8->o_m2,h_5->h_9,h_9->h_2,i_m1->o_m0,i_j6->h_2,h_2->h_0,i_m2->o_m0,h_2->h_4,h_4->h_0,i_m1->h_5,h_3->h_7,i_j5->o_m3,h_3->h_8,h_8->h_7,i_j5->h_9,h_9->o_m3,i_devx->h_0,i_m1->o_m2,i_j1->h_4,h_5->o_m2,h_7->h_1,h_8->o_m0,i_m1->o_m1,i_m0->o_m1,i_j7->o_m3,i_j2->o_m0,h_5->o_m3,h_9->o_m0,i_devy->o_m2,h_4->o_m0,i_j4->o_m3,i_m1->o_m3,i_m3->o_m2,i_devy->h_4,h_0->h_5,h_6->h_8,i_c->h_9,h_0->h_9,h_0->h_4,i_m3->h_7,i_c->h_8,i_devy->h_5,i_devy->h_7,h_1->h_8,h_8->h_4,i_m2->h_4,h_9->h_4,h_7->h_5,i_m0->h_8,h_6->h_5,h_1->h_9,h_5->h_5,h_6->h_6,i_devy->h_8,i_m1->h_8,h_7->h_8,i_ca->h_5,i_devy->h_9,h_8->h_9,i_c->h_5,i_c->h_7,h_5->h_4,h_6->h_7,i_j4->h_8,i_j0->h_9,h_8->h_8,i_m3->h_9,i_m1->h_7,h_9->h_7,i_m1->h_4,h_8->h_5,i_j5->h_8,i_c->h_6
23,22-0,,,,,,,,,,0.982640714428262,,,,,,,,,,,,,,,,,,,,,,,,,0.0568968828144199,,,,,,,0.9665704024948052,-0.2306771210051302,,,,,,,,,1.08724515449745,0.5321940558200098,-0.7857894794005122,,,,,,,,0.8825407639191105,,,,-0.6699684971962976,,,,,0.3814514799615744,,,,0.749344943268385,,,,,-1.0890782379831387,-0.1777230950839703,,,,0.4918812645430805,,0.842252671546287,,,,,,,,,,,,,,,,,-0.1296507166318656,,,,,,,,,,,,,,,,-0.3486449202198701,,,,-0.5151431584807579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9579671737673712,,,,,,,0.0080551240949264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,22-0,,,,,,,,,,0.9495174852181708,,,,,,,,,,,,,,,,,,,,,,0.1277911352079683,,,0.0568968828144199,,,,,,,1.1579554138972328,-0.2306771210051302,,,,,,,,,1.08724515449745,0.5321940558200098,-1.011751312181389,,,,,,,,0.8825407639191105,,,,-0.6699684971962976,,,,,0.3814514799615744,,,,0.749344943268385,,,,,-1.0890782379831387,,,,,0.4918812645430805,,0.842252671546287,,,,,,,,,,,,,,,,,-0.1296507166318656,,,,,,,,,,,,,,,,-0.5662212368028509,,,,-0.5151431584807579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9579671737673712,,,,,,,0.0080551240949264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,24-2,,,,,,,,,,0.9882228162104898,,,,,,,,-0.0084892380811935,,,,,,,0.7036712796651199,,,,,,,,,,,,,,,,,,-0.2548469057747629,,,,,,,,,,0.3714274959735666,,,,,,,,,0.8681267709609696,,,,-0.6687982896649866,,,,,0.8033484760589719,,,0.2409970506241416,0.4804578829146474,,,,,,-0.1778886231282131,,,,0.4918547910000657,,0.7925420286460909,,,,,,,,,,,,,,,,,-0.1149000769728208,,,,,,,,,,,,,,,,-0.4871921422731428,,,,-0.3313192912547322,,,,,,,,,,,,,,-0.5951641170569423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1723770095668739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0479882715956216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,25-2,,,,,,,,,,0.8882404223624796,,,,,,,,-0.0893835256766554,,,,,,,0.8015592945142672,,,,,,,,,,,,,,,,,,-0.2895481485151859,,,,,,,,,,0.3459561608318652,,,,,,,,,0.8781164152624733,,,,-0.5144232656953014,,,,,0.5109514064440829,,,0.2409970506241416,0.4804578829146474,,,,,,-0.205402583143495,,,,0.4918497590670704,,0.7986376394955809,,,0.9549209178078792,,,,,,,,,,,,,,-0.0294315508859336,,,,,,,,,,,,,,,,-0.5097407519762767,,,,-0.4646539675857103,,,,,,,,,,,,,,-0.5866744861137557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1723770095668739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3256298474108768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,26-1,,,,,,,,,,1.1249077432830048,,,,,,,,,,,,,,,,,,,,,,,,,0.0568968828144199,,,,,,,1.1921532405183095,-0.2810594856602778,,,,,,,,,1.08724515449745,0.4937458193883682,,,,,,,,,0.9294605783856866,,,,-0.5396536599155901,,,,,0.5087607653135257,,,,0.5121443200292667,,,,,-1.0890782379831387,,,,,0.4918536966894405,,0.7091496631754046,,,,,,,,,,,,,,,,,0.0056161218708414,,,,,,,,,,,,,,,,-0.6169315464430485,,,,-0.4806951806002073,,,,,,,,,,,,,,-0.444939599242056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9579671737673712,,,,,,,0.1747592216498243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,27-0,,,,,,,,,,0.8882404223624796,,,,,,,,-0.0893835256766554,,,,,,,0.8015592945142672,,,,,,,,,,,,,,,,,,-0.2895481485151859,,,,,,,,,,0.3459561608318652,,,,,,,,,0.853002632183421,,,,,,,,,0.7274095571159616,,,0.2986159737218499,0.5363361466764989,,,,,,0.11280662167349,,,,0.4918497590670704,,0.7986376394955809,,,0.9549209178078792,,,,,,,,,,,,,,-0.0294315508859336,,-0.4172177209575413,,,,,,,,,,,,,,-0.5059209905898294,,,,-0.2559113165494306,,,,,,,,,,,,,,-0.6711171798136206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3179659087201524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,28-0,,,,,,,,,,1.0406791493236922,,,,,,,,-0.1538099790438599,,,,,,,0.789795054570794,,,,,,,,,,,,,,,,,,-0.3574005141315654,,,,,,,,,,0.5595825080490884,,,,,,,,,0.9302416137811508,,,,-0.5181379095423924,,,,,0.5436244550076764,,,0.2599551300109322,0.5172603857030549,,,,,,,,,,0.4918512465148651,,0.7596776507165482,,,1.0956226570938077,,,,,,,,,,,,,,-0.0099891283188278,,-0.4172177209575413,,,,,,,,,,,,,,-0.576641293164412,,,,-0.2559113165494306,,,,,,,,,,,,,,-0.4420764733524323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4734759624899917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,28-0,,,,,,,,,,1.0406791493236922,,,,,,,,-0.1538099790438599,,,,,,,0.9333316031020548,,,,,,,,,,,,,,,,,,-0.3574005141315654,,,,,,,,,,0.5263583879046834,,,,,,,,,0.9302416137811508,,,,-0.6785014950847061,,,,,0.5436244550076764,,,,0.4934796915682714,,,,,,,,,,0.4918512465148651,,0.7596776507165482,,,1.0956226570938077,,,,,,,,,,,,,,-0.0099891283188278,,-0.4172177209575413,,,,,,,,,,,,,,-0.576641293164412,,,,-0.2559113165494306,,,,,,,,,,,,,,-0.4420764733524323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.596998277985745,,,,0.0661796138959791,,,,,,,,,,,,,,,0.5531653203049247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,30-1,,,,,,,,,,0.9897475040625212,,,,,,,,-0.1332260690519146,,,,,,,0.789795054570794,,,,,,,,,,,,,,,,,0.7731347227261798,-0.4036196860656668,,,,0.479679382601164,,,,,,0.5498085528042612,,,,,,,,,0.9326505322596608,,,,-0.3544575225538181,,,,,,,,,0.4804906802934517,,,,,,,,,,0.4761326462136094,,0.4198052774534884,,,1.0956226570938077,,,,,,,,,,,,,,-0.016200879163868,,,,,,,,,,,,,,,,-0.6018445749822834,,,,-0.2559113165494306,,,,,,,,,,,,,,-0.3232600149311874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4734759624899917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,31-0,,,,,,,,,,0.9897475040625212,,,,,,,,-0.1332260690519146,,,,,,,0.6828471310782382,,,,,,,,,,,,,,,,,,-0.4036196860656668,,,,,,,,,,0.5498085528042612,0.1004312745954361,,,,,,,,0.9408925283377424,,,,-0.3544575225538181,,,,,,,,,0.4804906802934517,,,,,,,,,,0.4761326462136094,,0.5033697675697579,,,1.009919650516497,,,,,,,,,,,,,,0.025867742967551,,-0.5446460868076813,,,,,,,,,,,,,,,,,,-0.2559113165494306,,,,,,,,,,,,,,-0.311279004214852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5550700553899581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,32-0,,,,,,,,,,1.0248110795275671,,,,,,,,0.0973248460160063,,,,,,,0.7870762275872532,,,,,,,,,,,,,,,,,,-0.4036196860656668,,,,,,,,,,0.3865644326628515,0.1004312745954361,,,,,,,,0.9454128612221002,,,,-0.1437027589813788,,,,,,,,,0.3794249041834173,,,,,,,,,,0.4761326462136094,,0.3130320066336824,,,0.9897779977683648,,,,,,,,,,,,,,-0.0025474436953336,,-0.5446460868076813,,,,,,,,,,,,,,,,,,-0.2559113165494306,,,,,,,,,,,,,,-0.311279004214852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5550700553899581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,33-0,,,,,,,,,,0.936812279209186,,,,,,,,0.0550529622868166,,,,,,,0.7870762275872532,,,,,,,,,,,,,,,,,,-0.4719028416606416,,,,,,,,,,0.5291073213912191,0.1004312745954361,,,,,,,,0.9456821034070312,,,,-0.3013373422033479,,,,,,,,,0.6296559776750021,,,,,,,,,,0.4768204749104103,,0.3938600615749161,,,0.9897779977683648,,,,,,,,,,,,,,,,-0.4145557185270131,,,,,,,,,,,,,,,,,,-0.2559113165494306,,,,,,,,,,,,,,-0.3596352432648487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5550700553899581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,34-1,,,,,,,,,,0.9414258869410564,,,,,,,,0.0400013595195739,,,,,,,0.7870762275872532,,,,,,,,,,,,,,,,,,-0.4322885640131643,,,,,,,,,,0.4517591382755508,0.1004312745954361,,,,,,,,0.9077051084095664,,,,-0.3419182804910619,,,,,,,,,0.0299631046644327,,,,,,,,,,0.4767881978487617,,,,,0.984364419477294,,,,,,,,,,,,,,,,-0.3810656740258644,,,,,,,,,,,,,,,,,,-0.0945024281963875,,,,,,,,,,,,,,-0.3720839173603715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5550700553899581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,34-1,,,,,,,,,,0.9414258869410564,,,,,,,,0.0400013595195739,,,,,,,0.7214250544107479,,,,,,,,,,,,,,,,,0.9348431970722786,-0.4322885640131643,,,,,,,,,,0.4517591382755508,,,,,,,,,0.9077051084095664,,,,-0.3419182804910619,,,,,,,,,0.0299631046644327,,,,,,,,,,0.4767881978487617,,0.9264075899884414,,,0.7902736558638052,,,,,,,,,,,,,,,,-0.3810656740258644,,,,,,,,,,,,,,,,,,-0.0945024281963875,,,,,,,,,,,,,,-0.3720839173603715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5550700553899581,,,,,,,-0.0948368102071939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,36-1,,,,,,,,,,1.0560759819873913,,,,,,,,,-1.0423423630524864,,,,,,,,,,,,,,,,,,,,,,,0.0159713121023292,-0.3380800517422787,,,,,,,,,,0.3138088416301279,,,,,,,,,1.0834533637234582,,,,-0.376084362967798,,-0.1252817842414553,,,,,,,-0.063638943317636,,,,,,,,,,0.5241526219914823,,0.4868179861459096,,,,,,,,,,0.7165364439406972,,,,,,,-0.5554244114217672,,-0.375450771166892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6621707548026898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2595668631215292,,0.7202944498140602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,37-2,,,,,,,,,,1.0560759819873913,,,,,,,,,-1.0423423630524864,,,,,,,,,,,,,,,,,,,,,,,0.0159713121023292,-0.5593790659789221,,,,,,,,,,0.3138088416301279,,,,,,,,,1.0834533637234582,,,,-0.5801804281162853,,-0.1734657640972705,,,,,,,0.0284364711583671,,,,,,,,0.9813702181019386,,0.5241526219914823,,,,,,,,,,,,0.7165364439406972,,,,,,,-0.5554244114217672,,-0.375450771166892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6621707548026898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7202944498140602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,38-2,,,,,,,,,,1.0560759819873913,,,,,,,,,-1.0423423630524864,,,,,,,,,,,,,,,,,,,,,,,0.0421296158378608,-0.5593790659789221,,,,,,,,,,,,,,,,,,,1.0834533637234582,,,,-0.3781666962929787,,,,,,,,,-0.1784777054670204,,,,,,,,0.9813702181019386,,0.5241526219914823,,,,,,,,,,,,,,,,,,,-0.5699207244833001,,-0.375450771166892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6621707548026898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7202944498140602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,39-2,,,,,,,,,,1.0560759819873913,,,,,,,,,-1.0423423630524864,,,,,,,,,,,,,,,,,,,,,,,0.0421296158378608,-0.5593790659789221,,,,,,,,,,0.4086210313569163,,,,,,,,,1.0834533637234582,,,,,,,,,,,,,-0.0551974787743587,,,,,,,,0.9813702181019386,,0.5241526219914823,,,,,,,,,,,,,,,,,,,-0.5699207244833001,,-0.1542872190161031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6621707548026898,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1371390065915341,,,,,,,,,0.7202944498140602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,39-2,,,,,,,,,,1.0560759819873913,,,,,,,,,-1.0423423630524864,,,,,,,,,,,,,,,,0.8030524118209323,,,,,,,0.0421296158378608,-0.5593790659789221,,,,,,,,,,0.4086210313569163,,,,,,,,,1.0834533637234582,,,,,,,,,,,,,-0.0551974787743587,,,,,,,,,,0.5241526219914823,,,,,,,,,,,,,,,,,,,-0.5699207244833001,,-0.1542872190161031,,,,,,,,,,,,,,0.6019036627619192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6621707548026898,,,,0.633874117524724,,,,,,,0.2870060171467736,,,,,,,,,,,,,,,,-0.1371390065915341,,,,,,,,,0.8110716349575183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,41-2,,,,,,,,,,,,,,,,,,,-1.2483299492261608,,,,,,,,,,,,,,,,,,,,,,,,-0.5080348956854277,,,,0.3227094537958959,,,,,,,,,,,,,,,0.9788491098710334,,,,,,,,,,,,,-0.1625747079091727,,,,,,,,0.9422964581544402,,0.5241526219914823,,0.8356475692286977,,,,,,,,,,,,,,,,,-0.5993807816942379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6754295930034988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0241569426417693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,42-0,,,,,,,,,,0.816059393085262,,,,,,,,,,,,,,,,,,,,,,,,,0.8030524118209323,,,,,,,0.3429801113219154,-0.5293319525384466,,,,,,,,,-0.241209412852179,0.4086210313569163,,,,,,,,,1.0222379255560143,,,,,,,,,,,,,-0.1180356893500683,,,,,,,,,,0.5241526219914823,,,,,,,,,,,,,,,,,,,-0.5871610397113,,-0.1542872190161031,,,,,,,,,,,,-0.2269124656212068,,0.6019036627619192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6069714542408828,,,,0.633874117524724,,,,,,,0.2223968233881303,,,,,,,,,,,,,,,,-0.1371390065915341,,,,,,,-0.0524361873570584,,0.916119662847362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,43-1,,,,,,,,,,0.689311051063981,,,,,,,,,,,,,,,,,,,,,,,,,0.9164137121673096,,,,,,,0.157589687859944,-0.546223149196308,,,,,,,,,-0.2159539380224056,0.4086210313569163,,,,,,,,,1.0303287010642126,,,,,,,,,,,,,-0.0827107462547816,,,,,,,,,,0.5241526219914823,,,,,,,,,,,,,,,,,,,-0.5871610397113,,-0.3105084488190009,,,,,,,,,,,,-0.2804399451747974,,0.591230682119772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5526756943783359,,,,0.5117979377856207,,,,,,,0.1077535874559551,,,,,,,,,,,,,,,,-0.0633536628256112,,,,,,,-0.0524361873570584,,0.8570661733624904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,43-1,,,,,,,,,,0.689311051063981,,,,,,,,,,,,,,,,,,,,,,,,,0.9164137121673096,,,,,,,0.3471160099550731,-0.546223149196308,,,,,,,,,-0.2159539380224056,0.4086210313569163,,,,,,,,,1.0303287010642126,,,,,,,,,,,,,-0.0827107462547816,,,,,,,,,,0.5241526219914823,,,,,,,,,,,,,,,,,,,-0.5871610397113,,-0.3105084488190009,,,,,,,,,,,,-0.3911126851966394,,0.591230682119772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5526756943783359,,,,0.5117979377856207,,,,0.5039439727441444,,,0.1077535874559551,,,,,,,,,,,,,,,,-0.0633536628256112,,,,,,,,-0.0157723837574719,0.8570661733624904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,44-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9781896031855776,,,,,,,0.1987391708081948,-0.5593790659789221,,,,,,,,,-0.3592636806123336,0.4086210313569163,0.6127653399362063,,,,,-0.3909580632766467,,,0.9196864017851016,,,,,,,,,,,,,-0.1555443295732805,,,,,,,,,,0.5241526219914823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1825294169566751,,0.7608001206503259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5103867723517245,,,,0.4167174000168769,,,,,,,-0.1916366840034535,,,,,,,,,,,,0.4121206944091056,,,,,,,,,,,-0.0524361873570584,0.507822171521885,0.5913291837239958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,43-1,,,,,,,,,,0.689311051063981,,,,,,,,0.2813851775477352,,,,,,,,,,,,,,,,,0.9949337062376722,,,,,,,0.2648660091698958,-0.6248362957359316,,,,,,,,,-0.2159539380224056,0.4086210313569163,,,,,,,,,1.0303287010642126,,,,,,,,,,,,,-0.131706613583905,,,,,,,,,,0.5241526219914823,,,,,,,,,,,,,,,,,,,-0.5871610397113,,,,,,,,,,,,,,-0.3911126851966394,,0.6751164133298125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2621019744648601,,,,0.482195965814519,,,0.1077535874559551,,,,,,,,,,,,,,,,0.0793051504932979,,,,,,,,0.0761867743408737,0.8570661733624904,,,0.6020953936896061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,47-0,,,,,,,,,,0.8526922028072059,,,,,,,,0.3825351577820453,,,,,,,,,,,,,,,,,1.1124284844401893,,,,,,,0.2930088240933842,-0.5950318819080318,,,,,,,,,-0.0831560443492024,0.39793964211679,,,,,,,,,1.03214946667578,,,,,,,,,,,,,-0.0965757617320545,,,,,,,,,,0.5730235196736605,,,,,,,,,,,,,,,,,,,-0.5871610397113,,,,,,,,,,,,,,-0.3757309555228691,,0.6882517255993384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4453721053151655,,,,0.4977896485303579,,,0.1627175769662433,,,,,,,,,,,,,,,,-0.0745242078967763,,,,,,,,0.0761867743408737,0.7652282582092589,,,0.4746472684228429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,48-0,,,,,,,,,,0.8526922028072059,,,,,,,,0.3825351577820453,,,,,,,,,,,,,,,,,0.9071653021911626,,,,,,,0.2930088240933842,-0.5950318819080318,,,,,,,,,-0.1604132487094173,0.39793964211679,,,,,,,,,1.03214946667578,,,,,,,,,,,,,-0.0965757617320545,,,,,,,,,,0.5730235196736605,,,,,,,,,,,,,,,,,,,-0.3942241486449795,,,,,,,,,,,,,,-0.3757309555228691,,0.6882517255993384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4453721053151655,,,,0.4977896485303579,,,0.2574104257930641,,,,,,,,,,,,,,,,-0.206226164185593,,,,,,,,0.0761867743408737,0.7652282582092589,,,0.4746472684228429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,47-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.939283468512498,,,,,,,0.2930088240933842,-0.5817078283292344,,,,,,,,,-0.0831560443492024,0.2101309118208616,,,,,,,,,1.03214946667578,,,,,,,,,,,,,,,,,,,,,,,0.6239056517002417,,,,,,,,,,,,,,,,,,,-0.5871610397113,,0.0696772570229162,,,,,,,,,,,,-0.3894191905592533,,0.7437599365291423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3710631314273046,,,,0.6772512805808828,,,0.1627175769662433,,,,,,,,,,,,,,,,-0.0745242078967763,,,,,,,,0.0761867743408737,0.7652282582092589,,,0.6894129191241685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
